infinitive,meaning,type,pronoun,conjugation,note
se rappeler,to recall/to remember,present tense,je,me rappelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,te rappelles,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,se rappelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,se rappelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,se rappellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,se rappellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,simple future,je,me rappellerai,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,te rappelleras,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,se rappellera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,se rappellera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,se rappelleront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,se rappelleront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,nous rappellerons ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,vous rappellerez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present conditional,je,me rappellerais,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,te rappellerais,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,se rappellerait,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,se rappellerait,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,se rappelleraient,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,se rappelleraient,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,nous rappellerions,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,vous rappelleriez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present subjunctive,je,me rappelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,te rappelles ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,se rappelle ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,se rappelle ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,se rappellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,se rappellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
appeler,to call,present tense,je,appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,appelles,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,appellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,appellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,simple future,je,appellerai,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,appelleras ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,appellera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,appellera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,appelleront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,appelleront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,appellerons ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,appellerez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present conditional,je,appellerais,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,appellerais ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,appellerait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,appellerait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,appelleraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,appelleraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,appellerions ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,appelleriez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present subjunctive,je,appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,appelles ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,appelle ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,appelle ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,appellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,appellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
