"global_step","Rainbow DQN Sweep Config 4 - _step","Rainbow DQN Sweep Config 4 - _step__MIN","Rainbow DQN Sweep Config 4 - _step__MAX","Rainbow DQN Sweep Config 4 - charts/episodic_length","Rainbow DQN Sweep Config 4 - charts/episodic_length__MIN","Rainbow DQN Sweep Config 4 - charts/episodic_length__MAX","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"8412496","","","","","","","","","","","","","363431","363431","363431","1122","1122","1122"
"8413563","","","","","","","362072","362072","362072","980","980","980","","","","","",""
"8414393","","","","","","","","","","","","","363545.5","363527","363564","798","798","798"
"8414411","","","","","","","362073","362073","362073","848","848","848","","","","","",""
"8415346","","","","","","","","","","","","","363596","363596","363596","953","953","953"
"8415434","","","","","","","362150","362150","362150","1023","1023","1023","","","","","",""
"8417328","","","","","","","","","","","","","363635","363635","363635","1087","1087","1087"
"8418201","","","","","","","","","","","","","363685.5","363645","363726","873","873","873"
"8419371","","","","","","","","","","","","","363721","363657","363785","1170","1170","1170"
"8419684","","","","","","","362306","362306","362306","1076","1076","1076","","","","","",""
"8420726","","","","","","","362419","362419","362419","1042","1042","1042","","","","","",""
"8421637","","","","","","","","","","","","","363883","363883","363883","1210","1210","1210"
"8421984","","","","","","","362426.5","362384","362469","1258","1258","1258","","","","","",""
"8422867","","","","","","","362474","362474","362474","883","883","883","","","","","",""
"8423938","","","","","","","362515.5","362475","362556","1071","1071","1071","","","","","",""
"8425019","","","","","","","","","","","","","363944","363944","363944","1019","1019","1019"
"8426102","","","","","","","","","","","","","364016","363956","364076","1083","1083","1083"
"8427040","","","","","","","362688","362688","362688","970","970","970","","","","","",""
"8427171","","","","","","","","","","","","","364108","364108","364108","1069","1069","1069"
"8428393","","","","","","","362706","362706","362706","1353","1353","1353","","","","","",""
"8429240","","","","","","","362782","362782","362782","847","847","847","","","","","",""
"8430273","","","","","","","","","","","","","364191.5","364151","364232","1072","1072","1072"
"8430876","","","","","","","362852","362852","362852","869","869","869","","","","","",""
"8431396","","","","","","","","","","","","","364292","364292","364292","1123","1123","1123"
"8432121","","","","","","","362885","362862","362908","1245","1245","1245","","","","","",""
"8433727","","","","","","","362978","362978","362978","728","728","728","","","","","",""
"8434709","","","","","","","","","","","","","364425","364425","364425","1326","1326","1326"
"8434711","","","","","","","363022","363022","363022","984","984","984","","","","","",""
"8435544","","","","","","","363037","363018","363056","833","833","833","","","","","",""
"8435588","","","","","","","","","","","","","364418","364360","364476","879","879","879"
"8436585","","","","","","","363019","363019","363019","1041","1041","1041","","","","","",""
"8436669","","","","","","","","","","","","","364447","364447","364447","1081","1081","1081"
"8437669","","","","","","","363128.5","363111","363146","1084","1084","1084","","","","","",""
"8437845","","","","","","","","","","","","","364460","364460","364460","1176","1176","1176"
"8438636","","","","","","","363189","363189","363189","967","967","967","","","","","",""
"8439051","","","","","","","","","","","","","364586","364548","364624","1206","1206","1206"
"8440075","","","","","","","","","","","","","364602","364602","364602","1024","1024","1024"
"8440580","","","","","","","363265","363265","363265","1122","1122","1122","","","","","",""
"8441009","","","","","","","","","","","","","364650.5","364613","364688","934","934","934"
"8441522","","","","","","","363266","363266","363266","942","942","942","","","","","",""
"8442117","","","","","","","","","","","","","364748","364748","364748","1108","1108","1108"
"8442494","","","","","","","363348","363343","363353","972","972","972","","","","","",""
"8443343","","","","","","","","","","","","","364786","364786","364786","1226","1226","1226"
"8443398","","","","","","","363367.5","363344","363391","904","904","904","","","","","",""
"8444234","","","","","","","","","","","","","364797","364797","364797","891","891","891"
"8444402","","","","","","","363439","363439","363439","1004","1004","1004","","","","","",""
"8445307","","","","","","","","","","","","","364848","364809","364887","1073","1073","1073"
"8445563","","","","","","","363485","363485","363485","1161","1161","1161","","","","","",""
"8446410","","","","","","","","","","","","","364821","364821","364821","1103","1103","1103"
"8447586","","","","","","","363571","363571","363571","1124","1124","1124","","","","","",""
"8448602","","","","","","","363577","363577","363577","1016","1016","1016","","","","","",""
"8449373","","","","","","","363578","363578","363578","771","771","771","","","","","",""
"8449871","","","","","","","","","","","","","365044.5","365009","365080","1156","1156","1156"
"8450460","","","","","","","363655","363655","363655","1087","1087","1087","","","","","",""
"8451056","","","","","","","","","","","","","365142","365142","365142","1185","1185","1185"
"8451522","","","","","","","363733","363733","363733","1062","1062","1062","","","","","",""
"8452834","","","","","","","363734","363734","363734","1312","1312","1312","","","","","",""
"8452972","","","","","","","","","","","","","365118","365118","365118","1011","1011","1011"
"8454048","","","","","","","","","","","","","365263","365263","365263","1076","1076","1076"
"8454951","","","","","","","363811","363811","363811","1126","1126","1126","","","","","",""
"8455211","","","","","","","","","","","","","365259.5","365218","365301","1163","1163","1163"
"8456385","","","","","","","","","","","","","365305","365305","365305","1174","1174","1174"
"8457287","","","","","","","","","","","","","365315","365315","365315","902","902","902"
"8457405","","","","","","","363995","363995","363995","1050","1050","1050","","","","","",""
"8458396","","","","","","","363966","363966","363966","991","991","991","","","","","",""
"8459405","","","","","","","","","","","","","365450","365414","365486","1185","1185","1185"
"8459994","","","","","","","364073.5","364044","364103","791","791","791","","","","","",""
"8460502","","","","","","","","","","","","","365545","365545","365545","1097","1097","1097"
"8461065","","","","","","","364151","364151","364151","1071","1071","1071","","","","","",""
"8462079","","","","","","","364157.5","364122","364193","1014","1014","1014","","","","","",""
"8462893","","","","","","","","","","","","","365643","365643","365643","1431","1431","1431"
"8463106","","","","","","","364220","364199","364241","1027","1027","1027","","","","","",""
"8464111","","","","","","","364200","364200","364200","1005","1005","1005","","","","","",""
"8465238","","","","","","","","","","","","","365628","365628","365628","967","967","967"
"8465293","","","","","","","364303.5","364277","364330","1182","1182","1182","","","","","",""
"8466341","","","","","","","364378","364378","364378","1048","1048","1048","","","","","",""
"8466348","","","","","","","","","","","","","365752.5","365715","365790","1110","1110","1110"
"8467393","","","","","","","364364","364364","364364","1052","1052","1052","","","","","",""
"8468354","","","","","","","364452","364440","364464","961","961","961","","","","","",""
"8469178","","","","","","","364441","364441","364441","824","824","824","","","","","",""
"8471145","","","","","","","","","","","","","365960","365960","365960","1109","1109","1109"
"8471174","","","","","","","364519","364519","364519","860","860","860","","","","","",""
"8472237","","","","","","","","","","","","","366039","366039","366039","1092","1092","1092"
"8472962","","","","","","","364662","364662","364662","911","911","911","","","","","",""
"8473309","","","","","","","","","","","","","365984","365984","365984","1072","1072","1072"
"8474087","","","","","","","364710","364710","364710","1125","1125","1125","","","","","",""
"8475487","","","","","","","","","","","","","366124","366082","366166","972","972","972"
"8476261","","","","","","","364752","364752","364752","1223","1223","1223","","","","","",""
"8476679","","","","","","","","","","","","","366229","366229","366229","1192","1192","1192"
"8477673","","","","","","","","","","","","","366221","366181","366261","994","994","994"
"8478415","","","","","","","364897","364897","364897","1254","1254","1254","","","","","",""
"8478729","","","","","","","","","","","","","366257","366193","366321","1056","1056","1056"
"8479363","","","","","","","364937","364937","364937","948","948","948","","","","","",""
"8480761","","","","","","","364951.5","364908","364995","1398","1398","1398","","","","","",""
"8480951","","","","","","","","","","","","","366354","366292","366416","1055","1055","1055"
"8481822","","","","","","","365021","365000","365042","1061","1061","1061","","","","","",""
"8481975","","","","","","","","","","","","","366378","366378","366378","1024","1024","1024"
"8483055","","","","","","","365094","365094","365094","1233","1233","1233","","","","","",""
"8483095","","","","","","","","","","","","","366508","366508","366508","1120","1120","1120"
"8484043","","","","","","","365078","365078","365078","988","988","988","","","","","",""
"8484210","","","","","","","","","","","","","366546","366546","366546","1115","1115","1115"
"8484843","","","","","","","365154","365154","365154","800","800","800","","","","","",""
"8485224","","","","","","","","","","","","","366489","366489","366489","1014","1014","1014"
"8485939","","","","","","","365155","365155","365155","1096","1096","1096","","","","","",""
"8487073","","","","","","","365232","365232","365232","1134","1134","1134","","","","","",""
"8487076","","","","","","","","","","","","","366585","366585","366585","1015","1015","1015"
"8488198","","","","","","","","","","","","","366672","366672","366672","1122","1122","1122"
"8489097","","","","","","","365331","365310","365352","1209","1209","1209","","","","","",""
"8489184","","","","","","","","","","","","","366683","366683","366683","986","986","986"
"8490019","","","","","","","365311","365311","365311","922","922","922","","","","","",""
"8491103","","","","","","","365414.5","365388","365441","1084","1084","1084","","","","","",""
"8491184","","","","","","","","","","","","","366780","366780","366780","1020","1020","1020"
"8492215","","","","","","","","","","","","","366840.5","366792","366889","1031","1031","1031"
"8493240","","","","","","","","","","","","","366878","366878","366878","1025","1025","1025"
"8494485","","","","","","","365583","365583","365583","1040","1040","1040","","","","","",""
"8495540","","","","","","","365544","365544","365544","1055","1055","1055","","","","","",""
"8498025","","","","","","","","","","","","","367050","367050","367050","1269","1269","1269"
"8498696","","","","","","","365737","365712","365762","1074","1074","1074","","","","","",""
"8499620","","","","","","","365797","365788","365806","924","924","924","","","","","",""
"8500734","","","","","","","365820.5","365789","365852","1114","1114","1114","","","","","",""
"8501316","","","","","","","","","","","","","367161","367161","367161","1069","1069","1069"
"8502554","","","","","","","","","","","","","367288.5","367249","367328","1238","1238","1238"
"8503531","","","","","","","365959","365944","365974","919","919","919","","","","","",""
"8503626","","","","","","","","","","","","","367261","367261","367261","1072","1072","1072"
"8506703","","","","","","","366067","366023","366111","967","967","967","","","","","",""
"8506905","","","","","","","","","","","","","367447","367447","367447","961","961","961"
"8507943","","","","","","","","","","","","","367575","367575","367575","1038","1038","1038"
"8509020","","","","","","","","","","","","","367578","367546","367610","1077","1077","1077"
"8510020","","","","","","","366214.5","366178","366251","1078","1078","1078","","","","","",""
"8510979","","","","","","","","","","","","","367669.5","367642","367697","930","930","930"
"8511549","","","","","","","366295.5","366276","366315","1529","1529","1529","","","","","",""
"8511953","","","","","","","","","","","","","367729","367729","367729","974","974","974"
"8512578","","","","","","","366318","366277","366359","1029","1029","1029","","","","","",""
"8512854","","","","","","","","","","","","","367783","367783","367783","901","901","901"
"8513475","","","","","","","366375.5","366354","366397","897","897","897","","","","","",""
"8513953","","","","","","","","","","","","","367818","367818","367818","1099","1099","1099"
"8514325","","","","","","","366355","366355","366355","850","850","850","","","","","",""
"8515051","","","","","","","","","","","","","367762","367762","367762","1098","1098","1098"
"8515646","","","","","","","366431","366431","366431","1321","1321","1321","","","","","",""
"8515919","","","","","","","","","","","","","367876.5","367847","367906","868","868","868"
"8516792","","","","","","","366538","366538","366538","1146","1146","1146","","","","","",""
"8517122","","","","","","","","","","","","","367915","367860","367970","1203","1203","1203"
"8517873","","","","","","","366546.5","366509","366584","1081","1081","1081","","","","","",""
"8518908","","","","","","","366586","366586","366586","1035","1035","1035","","","","","",""
"8519120","","","","","","","","","","","","","368034","368034","368034","1028","1028","1028"
"8519667","","","","","","","366587","366587","366587","759","759","759","","","","","",""
"8520381","","","","","","","366694","366694","366694","714","714","714","","","","","",""
"8521269","","","","","","","","","","","","","368139","368139","368139","1255","1255","1255"
"8521498","","","","","","","366740","366740","366740","1117","1117","1117","","","","","",""
"8522430","","","","","","","366783","366783","366783","932","932","932","","","","","",""
"8523393","","","","","","","","","","","","","368127","368127","368127","962","962","962"
"8524640","","","","","","","366848.5","366820","366877","1001","1001","1001","","","","","",""
"8525550","","","","","","","366916","366916","366916","910","910","910","","","","","",""
"8525631","","","","","","","","","","","","","368227","368227","368227","1044","1044","1044"
"8527533","","","","","","","367002","367002","367002","1081","1081","1081","","","","","",""
"8527811","","","","","","","","","","","","","368399","368399","368399","1252","1252","1252"
"8528907","","","","","","","","","","","","","368442.5","368413","368472","1096","1096","1096"
"8529422","","","","","","","367086","367086","367086","1036","1036","1036","","","","","",""
"8531057","","","","","","","","","","","","","368564","368564","368564","1060","1060","1060"
"8531573","","","","","","","367130.5","367085","367176","1204","1204","1204","","","","","",""
"8532176","","","","","","","","","","","","","368599","368599","368599","1119","1119","1119"
"8532473","","","","","","","367188","367162","367214","900","900","900","","","","","",""
"8533276","","","","","","","","","","","","","368658","368658","368658","1100","1100","1100"
"8533522","","","","","","","367212","367163","367261","1049","1049","1049","","","","","",""
"8534469","","","","","","","","","","","","","368623","368623","368623","1193","1193","1193"
"8536795","","","","","","","","","","","","","368723","368723","368723","1194","1194","1194"
"8537644","","","","","","","367437","367437","367437","1006","1006","1006","","","","","",""
"8537841","","","","","","","","","","","","","368735","368735","368735","1046","1046","1046"
"8538690","","","","","","","367438","367396","367480","1046","1046","1046","","","","","",""
"8538861","","","","","","","","","","","","","368886","368886","368886","1020","1020","1020"
"8539525","","","","","","","367473","367473","367473","835","835","835","","","","","",""
"8540771","","","","","","","","","","","","","368973","368973","368973","902","902","902"
"8540928","","","","","","","367550","367550","367550","1403","1403","1403","","","","","",""
"8541766","","","","","","","","","","","","","368967","368929","369005","995","995","995"
"8542583","","","","","","","","","","","","","369056","369056","369056","817","817","817"
"8542738","","","","","","","367583","367583","367583","889","889","889","","","","","",""
"8543908","","","","","","","","","","","","","369028","369028","369028","1325","1325","1325"
"8543964","","","","","","","367683","367659","367707","1226","1226","1226","","","","","",""
"8544752","","","","","","","367660","367660","367660","788","788","788","","","","","",""
"8544803","","","","","","","","","","","","","369154","369154","369154","895","895","895"
"8545606","","","","","","","367759","367737","367781","854","854","854","","","","","",""
"8547202","","","","","","","","","","","","","369139","369139","369139","1241","1241","1241"
"8547597","","","","","","","367839","367815","367863","910","910","910","","","","","",""
"8548323","","","","","","","","","","","","","369251.5","369226","369277","1121","1121","1121"
"8548684","","","","","","","367816","367816","367816","1087","1087","1087","","","","","",""
"8549269","","","","","","","","","","","","","369331","369331","369331","946","946","946"
"8549704","","","","","","","367924.5","367893","367956","1020","1020","1020","","","","","",""
"8550264","","","","","","","","","","","","","369298","369298","369298","995","995","995"
"8551445","","","","","","","","","","","","","369386","369386","369386","1181","1181","1181"
"8551631","","","","","","","368004.5","367971","368038","966","966","966","","","","","",""
"8552631","","","","","","","","","","","","","369464","369464","369464","1186","1186","1186"
"8552879","","","","","","","368090","368090","368090","1248","1248","1248","","","","","",""
"8553839","","","","","","","368091.5","368049","368134","960","960","960","","","","","",""
"8554628","","","","","","","","","","","","","369565","369565","369565","896","896","896"
"8554941","","","","","","","368180","368180","368180","1102","1102","1102","","","","","",""
"8555798","","","","","","","368127","368127","368127","857","857","857","","","","","",""
"8557022","","","","","","","","","","","","","369631.5","369597","369666","1204","1204","1204"
"8557951","","","","","","","","","","","","","369607","369607","369607","929","929","929"
"8558082","","","","","","","368312","368312","368312","939","939","939","","","","","",""
"8559100","","","","","","","368356","368356","368356","1018","1018","1018","","","","","",""
"8559136","","","","","","","","","","","","","369759","369759","369759","1185","1185","1185"
"8560071","","","","","","","368321","368321","368321","971","971","971","","","","","",""
"8561099","","","","","","","368420","368398","368442","1028","1028","1028","","","","","",""
"8562161","","","","","","","368444","368399","368489","1062","1062","1062","","","","","",""
"8562591","","","","","","","","","","","","","369892","369892","369892","1379","1379","1379"
"8563548","","","","","","","","","","","","","369883.5","369818","369949","957","957","957"
"8564605","","","","","","","","","","","","","369984","369984","369984","1057","1057","1057"
"8565660","","","","","","","","","","","","","370042","370042","370042","1055","1055","1055"
"8566074","","","","","","","368644","368631","368657","847","847","847","","","","","",""
"8566804","","","","","","","","","","","","","370004","370004","370004","1144","1144","1144"
"8567429","","","","","","","368632","368632","368632","1355","1355","1355","","","","","",""
"8568416","","","","","","","368733.5","368709","368758","987","987","987","","","","","",""
"8569134","","","","","","","","","","","","","370105","370105","370105","1136","1136","1136"
"8569657","","","","","","","368798","368786","368810","1241","1241","1241","","","","","",""
"8570046","","","","","","","","","","","","","370173","370115","370231","912","912","912"
"8570776","","","","","","","368821.5","368787","368856","1119","1119","1119","","","","","",""
"8572170","","","","","","","","","","","","","370267.5","370213","370322","1114","1114","1114"
"8573210","","","","","","","368945.5","368928","368963","990","990","990","","","","","",""
"8573295","","","","","","","","","","","","","370300","370300","370300","1125","1125","1125"
"8574145","","","","","","","","","","","","","370310","370310","370310","850","850","850"
"8574231","","","","","","","369006","369006","369006","1021","1021","1021","","","","","",""
"8575347","","","","","","","","","","","","","370398","370398","370398","1202","1202","1202"
"8576356","","","","","","","","","","","","","370474.5","370455","370494","1009","1009","1009"
"8576857","","","","","","","369099","369082","369116","1258","1258","1258","","","","","",""
"8577445","","","","","","","","","","","","","370467","370467","370467","1089","1089","1089"
"8579332","","","","","","","369221","369221","369221","1288","1288","1288","","","","","",""
"8579828","","","","","","","","","","","","","370568","370568","370568","1237","1237","1237"
"8580269","","","","","","","369249.5","369238","369261","937","937","937","","","","","",""
"8581031","","","","","","","","","","","","","370656","370656","370656","1203","1203","1203"
"8581989","","","","","","","","","","","","","370699.5","370666","370733","958","958","958"
"8582277","","","","","","","369331","369315","369347","1005","1005","1005","","","","","",""
"8583073","","","","","","","","","","","","","370735","370678","370792","1084","1084","1084"
"8584401","","","","","","","369417","369393","369441","1135","1135","1135","","","","","",""
"8585375","","","","","","","369481","369481","369481","974","974","974","","","","","",""
"8585447","","","","","","","","","","","","","370836","370779","370893","1283","1283","1283"
"8586535","","","","","","","369471","369471","369471","1160","1160","1160","","","","","",""
"8586745","","","","","","","","","","","","","370868","370868","370868","1298","1298","1298"
"8587324","","","","","","","369519","369472","369566","789","789","789","","","","","",""
"8587717","","","","","","","","","","","","","370991","370991","370991","972","972","972"
"8588391","","","","","","","369608","369608","369608","1067","1067","1067","","","","","",""
"8588559","","","","","","","","","","","","","370990","370963","371017","842","842","842"
"8589381","","","","","","","369636.5","369621","369652","990","990","990","","","","","",""
"8590415","","","","","","","369700","369700","369700","1034","1034","1034","","","","","",""
"8591558","","","","","","","369746","369746","369746","1143","1143","1143","","","","","",""
"8592786","","","","","","","369748","369699","369797","1228","1228","1228","","","","","",""
"8593229","","","","","","","","","","","","","371189.5","371164","371215","1292","1292","1292"
"8593858","","","","","","","369776","369776","369776","1072","1072","1072","","","","","",""
"8594200","","","","","","","","","","","","","371209","371174","371244","971","971","971"
"8594710","","","","","","","369868","369853","369883","852","852","852","","","","","",""
"8595557","","","","","","","","","","","","","371289.5","371265","371314","1357","1357","1357"
"8596803","","","","","","","","","","","","","371355","371355","371355","1246","1246","1246"
"8597594","","","","","","","","","","","","","371287","371287","371287","791","791","791"
"8598708","","","","","","","","","","","","","371441","371441","371441","1114","1114","1114"
"8599135","","","","","","","370039.5","370009","370070","1060","1060","1060","","","","","",""
"8599652","","","","","","","","","","","","","371385","371385","371385","944","944","944"
"8600610","","","","","","","","","","","","","371471","371471","371471","958","958","958"
"8601468","","","","","","","370170","370170","370170","1110","1110","1110","","","","","",""
"8602014","","","","","","","","","","","","","371534.5","371486","371583","1404","1404","1404"
"8602422","","","","","","","370212","370212","370212","954","954","954","","","","","",""
"8603523","","","","","","","370165","370165","370165","1101","1101","1101","","","","","",""
"8605423","","","","","","","","","","","","","371690","371639","371741","1040","1040","1040"
"8605712","","","","","","","370322","370322","370322","1027","1027","1027","","","","","",""
"8606623","","","","","","","","","","","","","371726","371726","371726","1200","1200","1200"
"8607708","","","","","","","370419","370399","370439","875","875","875","","","","","",""
"8607823","","","","","","","","","","","","","371842","371842","371842","1200","1200","1200"
"8608751","","","","","","","370441","370400","370482","1043","1043","1043","","","","","",""
"8608885","","","","","","","","","","","","","371850","371826","371874","1062","1062","1062"
"8609745","","","","","","","370500.5","370477","370524","994","994","994","","","","","",""
"8609778","","","","","","","","","","","","","371903","371903","371903","893","893","893"
"8610699","","","","","","","","","","","","","371945","371921","371969","921","921","921"
"8611828","","","","","","","370555","370555","370555","1024","1024","1024","","","","","",""
"8612007","","","","","","","","","","","","","371974.5","371936","372013","1308","1308","1308"
"8613029","","","","","","","","","","","","","372070","372070","372070","1022","1022","1022"
"8613045","","","","","","","370666","370666","370666","1217","1217","1217","","","","","",""
"8613947","","","","","","","370633","370633","370633","902","902","902","","","","","",""
"8614045","","","","","","","","","","","","","372102","372102","372102","1016","1016","1016"
"8615140","","","","","","","","","","","","","372045","372045","372045","1095","1095","1095"
"8615183","","","","","","","370710","370710","370710","1236","1236","1236","","","","","",""
"8616609","","","","","","","370820","370820","370820","1426","1426","1426","","","","","",""
"8617388","","","","","","","370850","370850","370850","779","779","779","","","","","",""
"8618035","","","","","","","","","","","","","372216","372152","372280","914","914","914"
"8618157","","","","","","","370885","370885","370885","769","769","769","","","","","",""
"8619062","","","","","","","","","","","","","372238","372238","372238","1027","1027","1027"
"8619107","","","","","","","370927","370927","370927","950","950","950","","","","","",""
"8620093","","","","","","","","","","","","","372369","372369","372369","1031","1031","1031"
"8620160","","","","","","","370957","370943","370971","1053","1053","1053","","","","","",""
"8621207","","","","","","","","","","","","","372337","372337","372337","1114","1114","1114"
"8621213","","","","","","","370944","370944","370944","1053","1053","1053","","","","","",""
"8622250","","","","","","","","","","","","","372406","372348","372464","1043","1043","1043"
"8623105","","","","","","","","","","","","","372463","372433","372493","855","855","855"
"8623143","","","","","","","371099","371099","371099","992","992","992","","","","","",""
"8624126","","","","","","","","","","","","","372525","372525","372525","1021","1021","1021"
"8625072","","","","","","","371112","371112","371112","881","881","881","","","","","",""
"8625193","","","","","","","","","","","","","372555.5","372530","372581","1067","1067","1067"
"8626075","","","","","","","371225","371225","371225","1003","1003","1003","","","","","",""
"8626118","","","","","","","","","","","","","372541","372541","372541","925","925","925"
"8627314","","","","","","","","","","","","","372629","372629","372629","1196","1196","1196"
"8628301","","","","","","","","","","","","","372709","372709","372709","987","987","987"
"8628398","","","","","","","371267","371267","371267","1156","1156","1156","","","","","",""
"8629481","","","","","","","","","","","","","372704.5","372652","372757","1180","1180","1180"
"8630607","","","","","","","","","","","","","372779.5","372740","372819","1126","1126","1126"
"8631635","","","","","","","371464","371464","371464","1109","1109","1109","","","","","",""
"8632771","","","","","","","371511","371511","371511","1136","1136","1136","","","","","",""
"8632773","","","","","","","","","","","","","372809","372809","372809","1001","1001","1001"
"8633792","","","","","","","371553","371553","371553","1021","1021","1021","","","","","",""
"8634523","","","","","","","371589","371589","371589","731","731","731","","","","","",""
"8635702","","","","","","","","","","","","","372991","372991","372991","860","860","860"
"8636589","","","","","","","371665","371655","371675","866","866","866","","","","","",""
"8636754","","","","","","","","","","","","","373033","373002","373064","1052","1052","1052"
"8638756","","","","","","","371761.5","371754","371769","1117","1117","1117","","","","","",""
"8639993","","","","","","","","","","","","","373171","373113","373229","1265","1265","1265"
"8640749","","","","","","","371855","371855","371855","879","879","879","","","","","",""
"8642080","","","","","","","371832","371832","371832","1331","1331","1331","","","","","",""
"8642175","","","","","","","","","","","","","373255.5","373212","373299","999","999","999"
"8642962","","","","","","","371909","371909","371909","882","882","882","","","","","",""
"8643061","","","","","","","","","","","","","373353","373353","373353","886","886","886"
"8643828","","","","","","","371910","371910","371910","866","866","866","","","","","",""
"8644700","","","","","","","372005","371987","372023","872","872","872","","","","","",""
"8646405","","","","","","","","","","","","","373409","373409","373409","1212","1212","1212"
"8646786","","","","","","","372065","372065","372065","857","857","857","","","","","",""
"8647975","","","","","","","372142","372142","372142","1189","1189","1189","","","","","",""
"8648373","","","","","","","","","","","","","373538.5","373505","373572","1020","1020","1020"
"8649513","","","","","","","","","","","","","373576.5","373518","373635","1140","1140","1140"
"8650387","","","","","","","","","","","","","373602","373602","373602","874","874","874"
"8651033","","","","","","","372221","372221","372221","862","862","862","","","","","",""
"8651258","","","","","","","","","","","","","373651","373612","373690","871","871","871"
"8652196","","","","","","","372320.5","372298","372343","1163","1163","1163","","","","","",""
"8653300","","","","","","","","","","","","","373744","373709","373779","1160","1160","1160"
"8653437","","","","","","","372399","372399","372399","1241","1241","1241","","","","","",""
"8654512","","","","","","","","","","","","","373783.5","373723","373844","1212","1212","1212"
"8654593","","","","","","","372410.5","372376","372445","1156","1156","1156","","","","","",""
"8655587","","","","","","","","","","","","","373809","373809","373809","1075","1075","1075"
"8656540","","","","","","","372475","372475","372475","993","993","993","","","","","",""
"8657657","","","","","","","","","","","","","373931.5","373907","373956","1049","1049","1049"
"8657764","","","","","","","372583","372583","372583","1224","1224","1224","","","","","",""
"8658693","","","","","","","","","","","","","373989.5","373966","374013","1036","1036","1036"
"8658773","","","","","","","372625","372625","372625","1009","1009","1009","","","","","",""
"8659526","","","","","","","","","","","","","374009","373976","374042","833","833","833"
"8659972","","","","","","","372652.5","372629","372676","1199","1199","1199","","","","","",""
"8660654","","","","","","","","","","","","","374082","374063","374101","1128","1128","1128"
"8661046","","","","","","","372715","372706","372724","1074","1074","1074","","","","","",""
"8661767","","","","","","","","","","","","","374075","374075","374075","1113","1113","1113"
"8662463","","","","","","","372782","372782","372782","1417","1417","1417","","","","","",""
"8665424","","","","","","","372862","372862","372862","1015","1015","1015","","","","","",""
"8665614","","","","","","","","","","","","","374192","374192","374192","1260","1260","1260"
"8666714","","","","","","","","","","","","","374279","374279","374279","1100","1100","1100"
"8667242","","","","","","","372940","372940","372940","915","915","915","","","","","",""
"8667763","","","","","","","","","","","","","374413","374413","374413","1049","1049","1049"
"8668876","","","","","","","","","","","","","374377","374377","374377","1113","1113","1113"
"8670086","","","","","","","","","","","","","374390","374390","374390","1210","1210","1210"
"8670419","","","","","","","373095","373095","373095","964","964","964","","","","","",""
"8671020","","","","","","","","","","","","","374543","374543","374543","934","934","934"
"8671327","","","","","","","373096","373096","373096","908","908","908","","","","","",""
"8672325","","","","","","","373210","373210","373210","998","998","998","","","","","",""
"8673251","","","","","","","373195","373195","373195","926","926","926","","","","","",""
"8673368","","","","","","","","","","","","","374609","374577","374641","1197","1197","1197"
"8674210","","","","","","","373243.5","373196","373291","959","959","959","","","","","",""
"8675219","","","","","","","","","","","","","374673","374673","374673","872","872","872"
"8676423","","","","","","","373367","373349","373385","1018","1018","1018","","","","","",""
"8676466","","","","","","","","","","","","","374686","374686","374686","1247","1247","1247"
"8677389","","","","","","","","","","","","","374819","374819","374819","923","923","923"
"8677829","","","","","","","373350","373350","373350","1406","1406","1406","","","","","",""
"8678549","","","","","","","","","","","","","374857","374857","374857","1160","1160","1160"
"8678881","","","","","","","373427","373427","373427","1052","1052","1052","","","","","",""
"8680756","","","","","","","","","","","","","374883","374883","374883","1031","1031","1031"
"8681062","","","","","","","373580","373580","373580","1183","1183","1183","","","","","",""
"8681734","","","","","","","","","","","","","374951.5","374894","375009","978","978","978"
"8682057","","","","","","","373582","373582","373582","995","995","995","","","","","",""
"8682766","","","","","","","","","","","","","375010.5","374980","375041","1032","1032","1032"
"8683069","","","","","","","373667","373667","373667","1012","1012","1012","","","","","",""
"8683774","","","","","","","","","","","","","375086","375086","375086","1008","1008","1008"
"8684795","","","","","","","","","","","","","375097.5","375077","375118","1021","1021","1021"
"8685350","","","","","","","373751","373737","373765","890","890","890","","","","","",""
"8686168","","","","","","","","","","","","","375138","375138","375138","1373","1373","1373"
"8686257","","","","","","","373770.5","373738","373803","907","907","907","","","","","",""
"8687219","","","","","","","373847","373847","373847","962","962","962","","","","","",""
"8687248","","","","","","","","","","","","","375185.5","375150","375221","1080","1080","1080"
"8688145","","","","","","","373885","373885","373885","926","926","926","","","","","",""
"8688363","","","","","","","","","","","","","375281","375281","375281","1115","1115","1115"
"8689199","","","","","","","373925.5","373921","373930","1054","1054","1054","","","","","",""
"8689230","","","","","","","","","","","","","375247","375247","375247","867","867","867"
"8690037","","","","","","","373968","373968","373968","838","838","838","","","","","",""
"8690121","","","","","","","","","","","","","375348.5","375332","375365","891","891","891"
"8691026","","","","","","","373967","373923","374011","989","989","989","","","","","",""
"8691134","","","","","","","","","","","","","375370","375343","375397","1013","1013","1013"
"8693251","","","","","","","","","","","","","375501","375501","375501","1049","1049","1049"
